0.00,6.00
10.00,6.00
20.00,6.00
30.00,6.00
40.00,6.00
50.00,6.00
60.00,6.00
70.00,6.00
80.00,6.00
90.00,6.00
100.00,6.00
110.00,6.00
120.00,6.00
130.00,6.00
140.00,6.00
150.00,6.00
160.00,6.00
170.00,6.00
180.00,6.00
190.00,6.00
200.00,6.00
210.00,6.00
220.00,6.00
230.00,6.00
240.00,6.00
250.00,6.00
260.00,6.00
270.00,6.00
280.00,6.00
290.00,6.00
300.00,6.00
310.00,6.00
320.00,6.00
330.00,6.00
340.00,6.00
350.00,6.00
360.00,6.00
370.00,6.00
380.00,6.00
390.00,6.00
400.00,6.00
410.00,7.00
420.00,8.00
430.00,9.00
440.00,10.00
450.00,11.00
460.00,12.00
470.00,13.00
480.00,11.78
490.00,10.56
500.00,9.33
510.00,8.11
520.00,7.50
530.00,7.50
540.00,7.50
550.00,7.50
560.00,7.50
570.00,7.50
580.00,7.50
590.00,7.50
600.00,7.50
610.00,6.85
620.00,5.55
630.00,4.25
640.00,2.95
650.00,1.65
660.00,0.35
670.00,-0.18
680.00,-0.43
690.00,-0.68
700.00,-0.93
710.00,-1.18
720.00,-1.43
730.00,-1.68
740.00,-1.93
750.00,-2.18
760.00,-2.43
770.00,-2.68
780.00,-2.93
790.00,-3.18
800.00,-3.43
810.00,-3.68
820.00,-3.93
830.00,-4.17
840.00,-4.38
850.00,-4.56
860.00,-4.65
870.00,-4.63
880.00,-4.49
890.00,-4.29
900.00,-4.15
910.00,-4.19
920.00,-4.51
930.00,-5.06
940.00,-5.75
950.00,-6.43
960.00,-7.02
970.00,-7.48
980.00,-7.85
990.00,-8.15
1000.00,-8.24
1010.00,-8.36
1020.00,-8.48
1030.00,-8.60
1040.00,-8.72
1050.00,-8.84
1060.00,-8.96
1070.00,-9.08
1080.00,-9.20
1090.00,-9.32
1100.00,-9.44
1110.00,-9.56
1120.00,-9.68
1130.00,-9.80
1140.00,-9.92
1150.00,-10.04
1160.00,-10.16
1170.00,-10.28
1180.00,-10.40
1190.00,-10.52
1200.00,-10.64
1210.00,-10.76
1220.00,-10.88
1230.00,-11.00
1240.00,-11.12
1250.00,-11.24
1260.00,-11.36
1270.00,-11.48
1280.00,-11.60
1290.00,-11.72
1300.00,-11.84
1310.00,-11.96
1320.00,-12.08
1330.00,-12.20
1340.00,-12.32
1350.00,-12.44
