0.00,9.00
10.00,9.00
20.00,9.00
30.00,9.00
40.00,9.00
50.00,9.00
60.00,9.00
70.00,9.00
80.00,9.00
90.00,9.00
100.00,9.00
110.00,9.00
120.00,9.00
130.00,9.00
140.00,9.00
150.00,9.00
160.00,9.00
170.00,9.00
180.00,9.00
190.00,9.00
200.00,9.00
210.00,9.00
220.00,9.00
230.00,9.00
240.00,9.00
250.00,9.00
260.00,9.00
270.00,9.00
280.00,9.00
290.00,9.00
300.00,9.00
310.00,9.00
320.00,9.00
330.00,9.00
340.00,9.00
350.00,9.00
360.00,9.00
370.00,9.00
380.00,9.00
390.00,9.00
400.00,9.00
410.00,9.33
420.00,9.67
430.00,10.00
440.00,10.33
450.00,10.67
460.00,11.00
470.00,9.75
480.00,8.50
490.00,7.25
500.00,6.00
510.00,6.00
520.00,6.00
530.00,6.00
540.00,6.00
550.00,6.00
560.00,6.00
570.00,5.30
580.00,4.60
590.00,3.90
600.00,3.20
610.00,2.50
620.00,1.80
630.00,1.10
640.00,0.40
650.00,-0.11
660.00,-0.36
670.00,-0.61
680.00,-0.86
690.00,-1.11
700.00,-1.36
710.00,-1.61
720.00,-1.86
730.00,-2.11
740.00,-2.36
750.00,-2.61
760.00,-2.86
770.00,-3.11
780.00,-3.36
790.00,-3.61
800.00,-3.85
810.00,-4.10
820.00,-4.32
830.00,-4.51
840.00,-4.63
850.00,-4.65
860.00,-4.54
870.00,-4.35
880.00,-4.18
890.00,-4.15
900.00,-4.38
910.00,-4.87
920.00,-5.54
930.00,-6.23
940.00,-6.85
950.00,-7.36
960.00,-7.75
970.00,-8.07
980.00,-8.10
990.00,-8.19
1000.00,-8.28
1010.00,-8.37
1020.00,-8.46
1030.00,-8.55
1040.00,-8.64
1050.00,-8.73
1060.00,-8.82
1070.00,-8.91
1080.00,-9.00
1090.00,-9.09
1100.00,-9.18
1110.00,-9.27
1120.00,-9.36
1130.00,-9.45
1140.00,-9.54
1150.00,-9.63
1160.00,-9.72
1170.00,-9.81
1180.00,-9.90
1190.00,-9.99
1200.00,-10.08
1210.00,-10.17
1220.00,-10.26
1230.00,-10.35
1240.00,-10.44
1250.00,-10.53
1260.00,-10.62
1270.00,-10.71
1280.00,-10.80
1290.00,-10.89
1300.00,-10.98
1310.00,-11.07
1320.00,-11.16
1330.00,-11.25
1340.00,-11.34
1350.00,-11.43
